V;I
-1.6713133161521878;0.202
-1.422958345491482;0.26
-1.1583622930738837;0.338
-0.7635696448564911;0.502
-0.4604494164409239;0.682
-0.18632957819149348;0.899
-0.0932123817221787;0.98
0.08342160813907236;1.185
0.20048886074940356;1.333
0.4971322966339881;1.796
0.7080357930536959;2.1
0.8458682675776092;2.4
0.9745596399981308;2.74
1.0043016091968684;2.81
1.1631508098056809;3.3
1.1786549963416462;3.35
1.2383742310432684;3.55
1.264126727145683;3.65
1.324418957401803;3.88
1.3428648031925547;3.95
