6.5;D;0.24
6.5;P;0.24
7;J;0.25
7;H;0.24
7;F;0.24
7;L;0.24
7;N;0.24

9.0;J;0.54
9.2;L;0.53
9.2;H;0.53
9.7;P;0.54
9.7;N;0.54
9.7;F;0.54
9.7;D;0.54

15.4;N;0.97
15.4;F;0.97
15.4;P;0.98
15.4;D;0.98
15.6;L;0.98
15.6;H;0.98
16;J;0.98

17.9;F;1.27
17.9;N;1.27
18;J;1.27
18;H;1.27
18.2;D;1.28
18;L;1.27
18.2;P;1.28

11;G;0.66
